draft99_name,draft99_artist,draft99_genre,draft99_daneceability,draft99_energy,draft99_key,draft99_loudness,draft99_mode,draft99_speechiness,draft99_acousticness,draft99_instrumentalness,draft99_liveness,draft99_valence,draft99_tempo,draft99_pop,draft99_spotify_id,draft99_release_date,draft99_year,draft99_lyric
One Way or Another (Teenage Kicks),One Direction,pop,0.489,0.867,4.0,-3.121,0.0,0.071,0.025,0.0,0.586,0.409,162.131,1,3jZomvOBa5qfTo5HkqI1p5,2013-02-17,2013,"one way or another im gonna find ya
im gonna get ya get ya get ya get ya
one way or another im gonna win ya
im gonna get ya get ya get ya get ya
one way or another im gonna see ya
im gonna meet ya meet ya meet ya meet ya
one day maybe next week
im gonna meet ya im gonna meet ya ill meet ya
i will drive past your house hey
and if the lights are all down hey
ill see whos around lets go
one way or another im gonna find ya
im gonna get ya get ya get ya get ya
one way or another im gonna win ya
ill get ya ill get ya
one way or another im gonna see ya
im gonna meet ya meet ya meet ya meet ya
one day maybe next week
im gonna meet ya ill meet ya
and if the lights are all down hey
ill follow your bus downtown hey
see whos hangin out one two three four
nananananana nanana
nananananana nanana
nananananana nanana
i wanna hold you wanna hold you tight
nananananana nanana
i wanna hold you wanna hold you tight
nananananana nanana
i wanna hold you wanna hold you tight
nananananana nanana
yeah teenage kicks right through the night come on
nananananana nanana
i wanna hold you wanna hold you tight
nananananana nanana
i wanna hold you wanna hold you tight oh yeah
nananananana nanana
i wanna hold you wanna hold you tight
nana
yeah teenage kicks right through the night
one way or another im gonna see ya
im gonna meet meet ya meet ya meet ya
one way or another im gonna win ya
im gonna get ya get ya get ya get ya
one way or another im gonna see ya
i wanna hold you wanna hold you tight
im gonna meet meet ya meet ya meet ya
i wanna hold you wanna hold you tight
one way or another im gonna win ya
i wanna hold you wanna hold you tight
im gonna get ya get ya get ya get ya
i wanna hold you wanna hold you tight
one way or another im gonna see ya
i wanna hold you wanna hold you tight
im gonna meet meet ya meet ya meet ya
i wanna hold you wanna hold you tight
one day or another im gonna win ya
i wanna hold you wanna hold you tight
im gonna get ya get ya get ya get ya
i wanna hold you wanna hold you tight
one way or another"
Try,P!nk,pop,0.674,0.628,2.0,-7.079,1.0,0.03,0.00144,0.0,0.0944,0.552,103.998,1,1jF7IL57ayN4Ity3jQqGu0,2012-09-18,2012,"ever wonder about what hes doing
how it all turned to lies
sometimes i think that its better
to never ask why
where there is desire there is gonna be a flame
where there is a flame someones bound to get burned
but just because it burns doesnt mean youre gonna die
youve gotta get up and try try try
gotta get up and try try try
you gotta get up and try try try
eh eh eh
funny how the heart can be deceiving
more than just a couple times
why do we fall in love so easy
even when its not right
where there is desire there is gonna be a flame
where there is a flame someones bound to get burned
but just because it burns doesnt mean youre gonna die
youve gotta get up and try try try
gotta get up and try try try
you gotta get up and try try try
ever worried that it might be ruined
and does it make you wanna cry
when youre out there doing what youre doing
are you just getting by
tell me are you just getting by by by
where there is desire there is gonna be a flame
where there is a flame someones bound to get burned
but just because it burns doesnt mean youre gonna die
youve gotta get up and try try try
gotta get up and try try try
you gotta get up and try try try
gotta get up and try try try
gotta get up and try try try
you gotta get up and try try try
gotta get up and try try try
you gotta get up and try try try
gotta get up and try try try"
Wings,Birdy,pop,0.474,0.707,7.0,-4.534,1.0,0.0253,0.0831,0.0,0.162,0.224,83.235,1,2Kz5qeXifBxE0zmuoVchlM,2013-09-16,2013,"sunlight comes creepin in
illuminates our skin
we watched the day go by
stories of all we did
it made me think of you
it made me think of you
under a trillion stars
we danced on top of cars
took pictures of the stage
so far from where we are
they made me think of you
they made me think of you
oh lights go down
in the moment were lost and found
i just wanna be by your side
if these wings could fly
for the rest of our lives
im in a foreign state
my thoughts they slip away
my words are leavin me
they caught an aeroplane
because i thought of you
just from the thought of you
oh lights go down
in the moment were lost and found
i just wanna be by your side
if these wings could fly
oh damn these walls
in the moment were ten feet tall
and how you told me after it all
wed remember tonight
for the rest of our lives
ahahah ahahahah
ahahah ahahahah
ahahah ahahahah
ahahah
ahahahah if these wings could fly
ahah
oh lights go down
in the moment were lost and found
i just wanna be by your side
if these wings could fly
oh damn these walls
in the moment were ten feet tall
and how you told me after it all
wed remember tonight
for the rest of our lives"
Best Song Ever,One Direction,pop,0.652,0.877,1.0,-2.986,1.0,0.0465,0.0227,0.0,0.0789,0.486,118.491,1,5T7ZFtCcOgkpjxcuaeZbw0,2013-11-25,2013,"maybe its the way she walked ow
straight into my heart and stole it
through the doors and past the guards ow
just like she already owned it
i said can you give it back to me
she said never in your wildest dreams
and we danced all night to the best song ever
we knew every line now i cant remember
how it goes but i know that i wont forget her
cause we danced all night to the best song ever
i think it went oh oh oh i think it went yeah yeah yeah
i think it goes woo
said her name was georgia rose ow
and her daddy was a dentist
said i had a dirty mouth i got a dirty mouth
but she kissed me like she meant it
i said can i take you home with me
she said never in your wildest dreams
and we danced all night to the best song ever
we knew every line now i cant remember how it goes but i know
how it goes but i know that i wont forget her
cause we danced all night to the best song ever
i think it went oh oh oh i think it went yeah yeah yeah
i think it goes woo
you know i know you know ill remember you
and i know you know i know youll remember me
and you know i know you know ill remember you oh oh oh yeah yeah yeah
and i know you know i hope youll remember how we danced oh oh oh yeah yeah yeah oh oh oh yeah yeah yeah
how we danced oh oh oh one two one two three ow
how we danced all night to the best song ever how we danced
we knew every line now i cant remember we knew every line
how it goes but i know that i wont forget her
cause we danced all night we danced we danced to the best song ever it goes something like this
and we danced all night to the best song ever oh oh oh yeah yeah yeah
we knew every line now i cant remember oh oh oh yeah yeah yeah
how it goes but i know that i wont forget her oh oh oh yeah yeah yeah i know that i wont forget her
cause we danced all night to the best song ever oh oh oh yeah yeah yeah best song ever
i think it went oh oh oh i think it went yeah yeah yeah
i think it goes woo
best song ever
it was the best song ever
it was the best song ever
it was the best song ever"
Wrecking Ball,Miley Cyrus,pop,0.53,0.422,5.0,-6.262,1.0,0.0342,0.407,0.0,0.107,0.349,119.964,1,2vwlzO0Qp8kfEtzTsCXfyE,2013-10-04,2013,"we clawed we chained our hearts in vain
we jumped never asking why
we kissed i fell under your spell
a love no one could deny
dont you ever say i just walked away
i will always want you
i cant live a lie running for my life
i will always want you
i came in like a wrecking ball
i never hit so hard in love
all i wanted was to break your walls
all you ever did was wreck me
yeah you you wreck me
i put you high up in the sky
and now youre not coming down
it slowly turned you let me burn
and now were ashes on the ground
dont you ever say i just walked away
i will always want you
i cant live a lie running for my life
i will always want you
i came in like a wrecking ball
i never hit so hard in love
all i wanted was to break your walls
all you ever did was wreck me
i came in like a wrecking ball
yeah i just closed my eyes and swung
left me crashing in a blazing fall
all you ever did was wreck me
yeah you you wreck me
i never meant to start a war
i just wanted you to let me in
and instead of using force
i guess i shouldve let you win
i never meant to start a war
i just wanted you to let me in
i guess i shouldve let you win
dont you ever say i just walked away
i will always want you
i came in like a wrecking ball
i never hit so hard in love
all i wanted was to break your walls
all you ever did was wreck me
i came in like a wrecking ball
yeah i just closed my eyes and swung
left me crashing in a blazing fall
all you ever did was wreck me
yeah you you wreck me
yeah you you wreck me"
We Can't Stop,Miley Cyrus,pop,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,1,2y4lAQpi5VTNLu2ldeTdUH,2013-10-04,2013,"its our party we can do what we want ear drummers ooh
its our party we can say what we want mike will madeit ooh
its our party we can love who we want ooh
we can kiss who we want we can screw who we want ayy
its our party we can do what we want ooh
its our party we can say what we want ooh
its our party we can love who we want ooh
we can kiss who we want we can screw who we want right about now ayy
red cups and sweaty bodies everywhere
hands in the air like we dont care
cause we came to have so much fun now
bet somebody here might get some now hey hey hey hey
if youre not ready to go home
can i get a hell no hell no hell no
cause we gonna go all night
til we see the sunlight alright hey hey hey hey
so ladadidadi we like to party
dancin with molly
doin whatever we want
this is our house this is our rules
and we cant stop woah
and we wont stop woah
cant you see its we who own the night
cant you see its we who bout that life
and we cant stop woah
and we wont stop woah
we run things things dont run we
dont take nothin from nobody yeah yeah
its our party we can do what we want ooh
its our party we can say what we want ooh
its our party we can love who we want ooh
we can kiss who we want we can screw who we want ayy
to my homegirls here with the big butt
shakin it like we at a strip club
remember only god can judge ya
forget the haters cause somebody loves ya
and everyone in line in the bathroom
tryna get a line in the bathroom
we all so turned up here
gettin turned up yeah yeah yeah yeah
so ladadidadi we like to party
dancin with molly
doin whatever we want
this is our house this is our rules
and we cant stop woah
and we wont stop woah
cant you see its we who own the night
cant you see its we who bout that life
and we cant stop woah
and we wont stop woah
we run things things dont run we
dont take nothin from nobody yeah yeah
its our party we can do what we want ooh
its our party we can say what we want ooh
its our party we can love who we want ooh
we can kiss who we want we can screw who we want ayy
its our party we can do what we want to
its our house we can love who we want to
its our song we can sing if we want to
its my mouth i can say what i want to
say yeah yeah
yeah yeah
and we cant stop yeah
and we wont stop woah
cant you see its we who own the night
cant you see its we who bout that life
and we cant stop woah
and we wont stop woah
we run things things dont run we
we dont take nothin from nobody yeah yeah
yeah ooh
yeah ooh
yeah ooh
we can do what we want do what we want to ayy"
Bonfire Heart,James Blunt,pop,0.575,0.821,0.0,-5.7,1.0,0.0527,0.181,0.0,0.124,0.449,118.021,1,2kvyMNHyxQt2UJ5EKvxaOC,2013-10-18,2013,"your mouth is a revolver
firing bullets in the sky
hmmhmm
your love is like a soldier
loyal till you die
hmmhmm
and ive been looking at the stars for a long long time
ive been putting out fires all my life
everybody wants a flame
they dont wanna get burnt
and today is our turn
days like these lead to
nights like this lead to
love like ours
you light the spark in my bonfire heart
people like us we dont
need that much
just someone that starts
starts the spark in our bonfire hearts
this world is getting colder
strangers passing by
hmmhmm
no one offers you a shoulder
no one looks you in the eye ahah
hmmhmm
but ive been looking at you for a long long time
just tryna break through tryna make you mine
everybody wants a flame
they dont wanna get burnt
well today is our turn
days like these lead to
nights like this lead to
love like ours
you light the spark in my bonfire heart
people like us we dont
need that much
just someone that starts
starts the spark in our bonfire hearts
mmm our bonfire hearts
mmm our bonfire hearts
oh our bonfire hearts
mmm you light the spark
people like us we dont
need that much
just someone that starts
starts the spark in our bonfire hearts
days like these lead to
nights like this lead to
love like ours
you light the spark in my bonfire heart two three four
people like us we dont
need that much
just someone that starts
starts the spark in our bonfire hearts
our bonfire hearts
days like these lead to
nights like this lead to
love like ours
you light the spark in my bonfire heart
people like us we dont
need that much
just someone that starts
starts the spark in our bonfire hearts"
22,Taylor Swift,pop,0.661,0.729,7.0,-6.561,1.0,0.0376,0.00215,0.0013,0.0477,0.668,103.987,1,3yII7UwgLF6K5zW3xad3MP,2021-11-12,2021,"it feels like a perfect night
to dress up like hipsters
and make fun of our exes
uhuh uhuh
it feels like a perfect night
for breakfast at midnight
to fall in love with strangers
uhuh uhuh
yeah
were happy free confused and lonely at the same time
its miserable and magical oh yeah
tonights the night when we forget about the deadlines
its time ohoh
i dont know about you
but im feeling twentytwo
everything will be alright if
you keep me next to you
you dont know about me
but ill bet you want to
everything will be alright if
we just keep dancing like were
twentytwo twentytwo
it seems like one of those nights
this place is too crowded
too many cool kids
uhuh uhuh whos taylor swift anyway ew
it seems like one of those nights
we ditch the whole scene
and end up dreamin
instead of sleeping
yeah
were happy free confused and lonely in the best way
its miserable and magical oh yeah
tonights the night when we forget about the heartbreaks
its time ohoh
hey i dont know about you
but im feeling twentytwo
everything will be alright if ooh
you keep me next to you
you dont know about me
but ill bet you want to
everything will be alright if alright
we just keep dancing like were
twentytwo ohohohoh oh twentytwo i dont know about you
twentytwo twentytwo ooh
it feels like one of those nights
we ditch the whole scene
it feels like one of those nights
we wont be sleepin
it feels like one of those nights
you look like bad news
i gotta have you
i gotta have you you
woah ooh yeah ehyeah
hey i dont know about you i dont know about you
but im feeling twentytwo
everything will be alright if ooh
you keep me next to you
you dont know about me you dont know about me
but ill bet you want to
everything will be alright if
we just keep dancing like were dancing like were twentytwo
twentytwo woahoh twentytwo dancing like
twentytwo yeah yeah twentytwo yeah yeah yeah
it feels like one of those nights twentytwo
we ditch the whole scene
it feels like one of those nights twentytwo
we wont be sleeping
it feels like one of those nights twentytwo
you look like bad news
i gotta have you
i gotta have you"
When I Was Your Man,Bruno Mars,pop,0.612,0.28,0.0,-8.648,1.0,0.0434,0.932,0.0,0.088,0.387,72.795,1,0nJW01T7XtvILxQgC5J7Wh,2012-12-07,2012,"same bed but it feels just a little bit bigger now
our song on the radio but it dont sound the same
when our friends talk about you all it does is just tear me down
cause my heart breaks a little when i hear your name
it all just sounds like ooh ooh
mm too young too dumb to realize
that i shouldve bought you flowers
and held your hand
shoulda gave you all my hours
when i had the chance
take you to every party
cause all you wanted to do was dance
now my babys dancin
but shes dancin with another man
uh my pride my ego my needs and my selfish ways
caused a good strong woman like you to walk out my life
now ill never never get to clean up the mess i made oh
and that haunts me every time i close my eyes
it all just sounds like ooh ooh
mm too young too dumb to realize
that i shouldve bought you flowers
and held your hand
shoulda gave you all my hours
when i had the chance
take you to every party
cause all you wanted to do was dance
now my babys dancin
but shes dancin with another man
although it hurts
ill be the first to say that
i was wrong
oh i know im probably much too late
to try and apologize for my mistakes
but i just want you to know
i hope he buys you flowers
i hope he holds your hand
give you all his hours
when he has the chance
take you to every party
cause i remember how much you love to dance
do all the things i shouldve done
when i was your man
do all the things i shouldve done
when i was your man"
Animals,Maroon 5,pop,0.279,0.742,4.0,-6.46,0.0,0.0898,0.000185,0.0,0.593,0.328,189.868,1,2bL2gyO6kBdLkNSkxXNh6x,2014-09-02,2014,"baby im preyin on you tonight
hunt you down eat you alive
just like animals animals
like animalsmals
maybe you think that you can hide
i can smell your scent for miles
just like animals animals
like animalsmals
baby im hey
so what you tryin to do to me hey
its like we cant stop were enemies hey
but we get along when im inside you
yeah hey
youre like a drug thats killin me hey
i cut you out entirely hey
but i get so high when im inside you
yeah you can start over you can run free hey
you can find other fish in the sea hey
you can pretend its meant to be hey
but you cant stay away from me
i can still hear you makin that sound hey
takin me down rollin on the ground hey
you can pretend that it was me but no hey
oh
baby im preyin on you tonight
hunt you down eat you alive
just like animals animals
like animalsmals
maybe you think that you can hide
i can smell your scent for miles
just like animals animals
like animalsmals
baby im hey
so if i run its not enough hey
youre still in my head forever stuck hey
so you can do what you wanna do
yeah hey
i love your lies ill eat em up hey
but dont deny the animal hey
that comes alive when im inside you
yeah you can start over you can run free hey
you can find other fish in the sea hey
you can pretend its meant to be
but you cant stay away from me
i can still hear you makin that sound hey
takin me down rollin on the ground hey
you can pretend that it was me but no hey
oh
baby im preyin on you tonight
hunt you down eat you alive
just like animals animals
like animalsmals
maybe you think that you can hide yeah
i can smell your scent for miles
just like animals animals
like animalsmals
baby im hey
dont tell no lielililie
you cant denynynyny
that beast insidesisiside
yeah yeah yeah
no girl dont lielililie no girl dont lie
you cant denynynyny you cant deny
that beast insidesisiside
yeah yeah yeah
yooh hey
woahohoh hey
woahohoh
just like animals animals hey
like animalsmals hey
just like animals animals hey yeah yeah
like animalsmals yeah
oww
baby im preyin on you tonight
hunt you down eat you alive
just like animals hey animals oh
like animalsmals oh
maybe you think that you can hide
i can smell your scent for miles for miles
just like animals hey animals yeah
like animalsmals ooh
baby im
dont tell no lielililie
you cant denynynyny yeah
that beast insidesisiside
yeah yeah yeah yeah yeah
no girl dont lielililie no girl dont lie
you cant denynynyny you cant deny
that beast insidesisiside
yeah yeah yeah"
Stay With Me,Sam Smith,pop,0.418,0.42,0.0,-6.444,1.0,0.0414,0.588,6.39e-05,0.11,0.184,84.094,1,5Nm9ERjJZ5oyfXZTECKmRt,2014-05-26,2014,"guess its true im not good at a onenight stand
but i still need love cause im just a man
these nights never seem to go to plan
i dont want you to leave will you hold my hand
oh wont you stay with me
cause youre all i need
this aint love its clear to see
but darling stay with me
why am i so emotional
no its not a good look gain some selfcontrol
and deep down i know this never works
but you can lay with me so it doesnt hurt
oh wont you stay with me
cause youre all i need
this aint love its clear to see
but darling stay with me
ohohohohh ohoh ohoh ooh
ohohohohh ohoh ohoh ohh
ohohohohh ohoh ohoh ohh
ohohohohh ohoh ohoh ohh
oh wont you stay with me
cause youre all i need
this aint love its clear to see
but darling stay with me
oh wont you stay with me
cause youre all i need
this aint love its clear to see
but darling stay with me"
Chandelier,Sia,pop,0.399,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,1,2s1sdSqGcKxpPr5lCl7jAV,2015-05-04,2015,"party girls dont get hurt
cant feel anythin when will i learn
i push it down i push it down
im the one for a good time call
phones blowin up ringin my doorbell
i feel the love i feel the love
one two three one two three drink
one two three one two three drink
one two three one two three drink
throw em back til i lose count
im gonna swing from the chandelier
from the chandelier
im gonna live like tomorrow doesnt exist
like it doesnt exist
im gonna fly like a bird through the night
feel my tears as they dry
im gonna swing from the chandelier
from the chandelier
but im holdin on for dear life
wont look down wont open my eyes
keep my glass full until mornin light
cause im just holdin on for tonight
help me im holdin on for dear life
wont look down wont open my eyes
keep my glass full until mornin light
cause im just holdin on for tonight on for tonight
sun is up im a mess
gotta get out now gotta run from this
here comes the shame here comes the shame
ah
one two three one two three drink
one two three one two three drink
one two three one two three drink
throw em back til i lose count
im gonna swing from the chandelier
from the chandelier
im gonna live like tomorrow doesnt exist
like it doesnt exist
im gonna fly like a bird through the night
feel my tears as they dry
im gonna swing from the chandelier
from the chandelier
but im holdin on for dear life
wont look down wont open my eyes
keep my glass full until mornin light
cause im just holdin on for tonight
help me im holdin on for dear life
wont look down wont open my eyes
keep my glass full until mornin light
cause im just holdin on for tonight on for tonight
on for tonight
cause im just holdin on for tonight
oh im just holdin on for tonight
on for tonight on for tonight
cause im just holdin on for tonight
cause im just holdin on for tonight
oh im just holdin on for tonight
on for tonight on for tonight"
Talk Dirty (feat. 2 Chainz),Jason Derulo,"hip hop, pop",0.76,0.652,6.0,-7.321,1.0,0.232,0.0348,0.0,0.307,0.759,100.315,1,6g6A7qNhTfUgOSH7ROOxTD,2013-09-10,2013,"jason hahaha
jason derulo
hahaha
get jazzy on em
im that flight that you get on international
firstclass seat on my lap girl ridin comfortable oh yeah ha
cause i know what da girl dem need new york to haiti
i got lipstick stamps on my passport you make it hard to leave
been around the world dont speak the language uhhuh
but your booty dont need explainin uhhuh
all i really need to understand is uhhuh
when you
talk dirty to me
talk dirty to me what
talk dirty to me
talk dirty to me what
get jazzy on em
you know the words to my songs no habla inglés oh
our conversations aint long but you know what is
i know what the girl dem want london to taiwan
i got lipstick stamps on my passport i think i need a new one
been around the world dont speak the language uhhuh
but your booty dont need explainin oh uhhuh
all i really need to understand is uhhuh
when you
talk dirty to me woo
talk dirty to me haha what
talk dirty to me talk yeah
talk dirty to me ayy what uh yeah
uno met your friend in rio
dos she was all on me oh
trés we could ménage à three though
cuatro oh yeah 2 chainz
dos cadenas close to genius
soldout arenas you can suck my penis ooh damn
gilbert arenas guns on deck deck
chest to chest tongue on neck neck
international oral sex
every picture i take i pose a threat yeah oh
bought a jet whatd you expect
her pussys so good i bought her a pet oh oh oh oh
anyway every day im tryna get to it
got her saved in my phone under big booty haha
anyway every day im tryna get to it
got her saved in my phone under big booty
been around the world dont speak the language uhhuh
but your booty dont need explainin uhhuh
all i really need to understand is uhhuh
when you
talk dirty to me you do
talk dirty to me yeah yeah
talk dirty to me talk to me talk ah ooh
talk dirty to me oh yeah oh
get jazzy on em
what i dont understand"
Burn,Ellie Goulding,"pop, rock, Dance/Electronic",0.559,0.777,1.0,-5.031,1.0,0.0432,0.31,0.0,0.105,0.329,87.016,1,5lF0pHbsJ0QqyIrLweHJPW,2012-10-12,2012,"we
we dont have to worry bout nothing
cause we got the fire
and were burning one hell of a something
they
theyre gonna see us from outer space outer space
light it up
like were the stars of the human race human race
when the lights turned down
they dont know what they heard
strike the match play it loud
giving love to the world
well be raising our hands
shinin up to the sky
cause we got the fire fire fire
yeah we got the fire fire fire
and we gonna let it burn burn burn burn
we gonna let it burn burn burn burn
gonna let it burn burn burn burn
we gonna let it burn burn burn burn
we dont wanna leave no
we just wanna be right now right ririright now
and what we see
is everybodys on the floor actin crazy gettin loco till the lights out
musics on im waking up
we start the fire then we burn it up
and its over now we got the love
theres no sleepin now no sleepin now sleepin now
when the lights turned down
they dont know what they heard
strike the match play it loud
giving love to the world
well be raising our hands
shinin up to the sky
cause we got the fire fire fire
yeah we got the fire fire fire
and we gonna let it burn burn burn burn
we gonna let it burn burn burn burn
gonna let it burn burn burn burn
we gonna let it burn burn burn burn
when the lights turned down
they dont know what they heard
strike the match play it loud
giving love to the world
we gonna let it burn burn burn burn burn burn ooh
burn burn burn burn burn burn ooh
we can light it up up up
so they cant put it out out out
we can light it up up up
so they cant put it out out out
we can light it up up up
so they cant put it out out out
we can light it up up up
so they cant put it out out out
when the lights turned down
they dont know what they heard
strike the match play it loud
giving love to the world
well be raising our hands
shinin up to the sky
cause we got the fire fire fire
yeah we got the fire fire fire
and we gonna let it burn burn burn burn
we gonna let it burn burn burn burn
gonna let it burn burn burn burn
we gonna let it burn burn burn burn let it burn
when the lights turned down
they dont know what they heard
strike the match play it loud
giving love to the world
well be raising our hands burn burn burn burn
shinin up to the sky we gonna let it burn burn let it burn
cause we got the fire fire fire
yeah we got the fire fire fire
and we gonna let it burn"
Don't,Ed Sheeran,pop,0.806,0.608,1.0,-7.008,1.0,0.0659,0.0113,0.0,0.635,0.849,95.049,1,6gTJaPuj8DT8RjuDJyBgzP,2013,2013,"i met this girl late last year
she said dont you worry if i disappear
i told her im not really looking for another mistake
i called an old friend thinking that the trouble would wait
but then i jumped right in a week later returned
i reckon she was only lookin for a lover to burn
but i gave her my time for two or three nights
then i put it on pause until the moment was right
i went away for months until our paths crossed again
she told me i was never looking for a friend
maybe you could swing by my room around 10
baby bring the lemon and a bottle of gin
well be in between the sheets till the late am
baby if you wanted me then you should have just said shes singin
dont  with my love
that heart is so cold
all over my home
i dont wanna know that babe
dont  with my love
i told her she knows
take aim and reload
i dont wanna know that babe
and for a couple weeks i only wanna see her
we drink away the days with a takeaway pizza
before a text message was the only way to reach her
now shes stayin at my place and loves the way i treat her
singing out aretha all over the track like a feature
and never wants to sleep i guess that i dont want to either
but me and her we make money the same way
four cities two planes the same day
and those shows have never been what its about
but maybe well go together and just figure it out
id rather put on a film with you and sit on a couch
but we should get on a plane or well be missin it now
wish id have written it down the way that things played out
when she was kissin him how i was confused about
now she should figure it out while im sat here singing
dont  with my love
that heart is so cold
all over my home
i dont wanna know that babe
dont  with my love
i told her she knows
take aim and reload
i dont wanna know that babe
on my hotel door
i dont even know if she knows what for
she was cryin on my shoulder i already told ya
trust and respect is what we do this for
i never intended to be next get lost
but you didnt need to take him to bed thats all
and i never saw him as a threat get lost
until you disappeared with him to have sex of course
its not like we were both on tour
we were stayin on the same  hotel floor
and i wasnt lookin for a promise or commitment
but it was never just fun and i thought you were different
this is not the way you realised what you wanted
its a bit too much too late if im honest
and all this time god knows im singin
dont  with my love
that heart is so cold
all over my home
i dont wanna know that babe
dont  with my love
i told her she knows
take aim and reload
i dont wanna know that babe
dont  with my love
that heart is so cold
all over my home
i dont wanna know that babe
dont  with my love
i told her she knows
take aim and reload
i dont wanna know that babe"
