kag_master_name,kag_master_artist,kag_master_genre,kag_master_daneceability,kag_master_energy,kag_master_key,kag_master_loudness,kag_master_mode,kag_master_speechiness,kag_master_acousticness,kag_master_instrumentalness,kag_master_liveness,kag_master_valence,kag_master_tempo,kag_master_pop,kag_master_spotify_id,kag_master_release_date,kag_master_year
年輕的茶餐廳老闆娘,my little airport,cantopop,0.476,0.418,0.0,-11.178,1.0,0.0362,0.666,0.00023,0.137,0.581,155.994,1,033TgVvN3GEVnS7nHYK8SS,2014-01-01,2014
今夜到干諾道中一起瞓,my little airport,cantopop,0.739,0.552,2.0,-7.678,1.0,0.0371,0.698,0.0366,0.0718,0.84,140.042,1,7oWRwMlEhJkuun1bnY3Chk,2016-09-30,2016
五點鐘去天光墟,my little airport,cantopop,0.435,0.506,9.0,-10.406,1.0,0.0444,0.809,0.0184,0.123,0.642,71.961,1,4PAMZVKThcAuOoR66Gz7xz,2014-01-01,2014
說散就散,JC 陳詠桐,cantopop,0.507,0.627,2.0,-6.804,1.0,0.125,0.556,0.0,0.229,0.371,139.68,1,2XFrRuy9Gpu4GuYHTNeHiC,2019-11-29,2019
陀飛輪,Eason Chan,cantopop,0.544,0.309,0.0,-8.7,1.0,0.0349,0.936,0.0,0.115,0.376,134.277,1,76pNeP7u9pRUcehAGYEZvG,2012-01-01,2012
以為和你熟,my little airport,cantopop,0.657,0.196,8.0,-15.281,1.0,0.0441,0.737,0.329,0.0929,0.298,112.147,1,4rJXAegtB5cD9eLViX24uo,2018-01-01,2018
廣州足浴一夜,my little airport,cantopop,0.632,0.354,5.0,-9.648,1.0,0.0285,0.726,0.0776,0.0871,0.323,113.068,1,4QwpHHbsFbBq248fcsnyvZ,2012-10-01,2012
我們 - 《後來的我們》電影主題曲,Eason Chan,cantopop,0.355,0.0962,9.0,-14.729,1.0,0.0395,0.956,1.76e-05,0.0866,0.201,144.58,1,0Uf0SvwUrf02ucIt1d0Wos,2018-04-10,2018
樹木真美,Serrini,cantopop,0.587,0.638,1.0,-4.205,1.0,0.0316,0.456,0.0,0.103,0.269,139.996,1,3V62hqp8AIqkSfr8Ys2lzP,2022-06-24,2022
"我可以被這個世界淘汰,但不可以被世界擊敗",Kay Tse,cantopop,0.665,0.254,0.0,-12.221,1.0,0.0295,0.624,0.00223,0.177,0.401,115.006,1,06SVExglFy0GOh3E5djqgm,2014-09-29,2014
賽勒斯的愛,Hins Cheung,cantopop,0.497,0.426,3.0,-8.605,1.0,0.0318,0.552,0.0,0.254,0.335,139.577,1,7wDHnKKyw7GSw9ihEHTXm3,2022-05-12,2022
蜚蜚,Sita Chan,cantopop,0.312,0.381,0.0,-8.935,0.0,0.0351,0.72,0.0,0.0854,0.189,145.653,1,5LauAY4lEriiCul4br4Hz6,2012-12-19,2012
任我行,Eason Chan,cantopop,0.417,0.375,5.0,-11.861,1.0,0.0344,0.766,2.41e-05,0.133,0.464,130.416,1,63Awy6tiUUsbuLRnpPlS5I,2013-07-22,2013
QUEEN - Live,my little airport,cantopop,0.484,0.457,7.0,-12.104,1.0,0.0348,0.446,0.00252,0.892,0.406,81.381,1,5pMr3ipuLB1z2QkfKGlkGS,2022-03-28,2022
某種老朋友,Terence Lam,cantopop,0.363,0.393,8.0,-12.848,0.0,0.0507,0.918,0.00641,0.113,0.407,143.865,1,4c9hHw1PUYXHfKFASXo8H0,2022-02-17,2022
"不相信別人 - 劇集 ""刑偵日記"" 片尾曲",HANA,cantopop,0.681,0.453,3.0,-6.875,0.0,0.0338,0.734,0.0,0.112,0.36,123.934,1,7yVdE8ltZKzXTXwEcVILGZ,2021-06-28,2021
火炭麗琪,my little airport,cantopop,0.385,0.548,7.0,-7.208,1.0,0.0308,0.51,0.136,0.102,0.415,145.109,1,7h6tPEEC34Fqqxq3t2xSLS,2016-09-30,2016
銀河修理員,Dear Jane,cantopop,0.425,0.792,7.0,-5.252,1.0,0.0505,0.319,0.0,0.128,0.367,140.007,1,0pupuSkMBGpzsqG3fWcyPe,2020-12-03,2020
親愛的瑪嘉烈,Anthony Wong,cantopop,0.444,0.651,10.0,-6.048,1.0,0.029,0.208,3.13e-06,0.117,0.381,171.9,1,0yggnuPx7yrL3iKPNQaebe,2013-04-29,2013
下亞厘畢道,my little airport,cantopop,0.793,0.318,7.0,-9.819,1.0,0.0768,0.575,0.000861,0.116,0.652,137.183,1,1iIFrkPdNSvYz8XIXmSJoY,2016-09-30,2016
還原淚,Kaho Hung,cantopop,0.427,0.444,1.0,-7.045,1.0,0.0287,0.685,0.0,0.112,0.595,150.256,1,4knMu3Cbg277Di6oEkpeRA,2022-10-05,2022
牛頭角青年,my little airport,cantopop,0.528,0.503,9.0,-9.457,1.0,0.0305,0.0332,0.111,0.105,0.469,129.079,1,5WLWoeTPvgd8IWKKp3viXs,2012-10-01,2012
今晚講嘢夜唔夜,my little airport,cantopop,0.498,0.393,0.0,-10.855,1.0,0.0322,0.869,0.000614,0.151,0.561,140.95,1,2ZwV2OedvG1fgFff1yunrs,2014-01-01,2014
我在暗中儲首期,my little airport,cantopop,0.584,0.489,9.0,-10.64,1.0,0.0308,0.572,0.00141,0.196,0.755,115.859,1,4zZTLMDAFxqNJJRbEtbPVE,2014-01-01,2014
給親戚看見我一個人食吉野家,my little airport,cantopop,0.673,0.434,9.0,-11.008,0.0,0.0292,0.744,0.000111,0.125,0.858,94.544,1,1k7askm0LAgXVquR5EpXL6,2014-01-01,2014
京都民宿夜,my little airport,cantopop,0.576,0.527,0.0,-10.013,1.0,0.0293,0.565,0.000676,0.166,0.559,79.311,1,0Tnqg6PR52IJ6YYDohEV42,2014-01-01,2014
讓我搭一班會爆炸的飛機 - Live,my little airport,cantopop,0.423,0.81,0.0,-8.393,1.0,0.0402,0.000535,0.000122,0.689,0.429,128.384,1,1w2b6DVi09tsNTKQydOvKw,2022-03-28,2022
好得很,Keeva Mak,cantopop,0.553,0.52,8.0,-7.261,1.0,0.0306,0.78,2.95e-06,0.131,0.523,114.059,1,3jpyXrCBJQvEb1OTxXcnKj,2013-01-01,2013
獨家村,Kay Tse,cantopop,0.644,0.49,0.0,-7.269,1.0,0.0331,0.781,0.0,0.134,0.447,116.027,1,0FlQr1kPj50rAee1kJjk5p,2014-09-29,2014
留下來的人,C AllStar,cantopop,0.402,0.435,1.0,-8.005,1.0,0.0341,0.504,0.0,0.0866,0.35,157.204,1,0NaXXkY7Lss2VF3sYISJXG,2021-11-26,2021
在空中的這一秒,Terence Lam,cantopop,0.563,0.491,3.0,-8.256,1.0,0.0332,0.589,0.0,0.108,0.331,91.071,1,5st8nBxaC9GX6Dl3VMXTbM,2021-12-03,2021
一人之境 in C major,Terence Lam,cantopop,0.711,0.315,0.0,-11.211,1.0,0.034,0.742,0.0,0.121,0.232,122.052,1,32QnXosZq7A11knnBAEqk7,2020-10-01,2020
是但求其愛,Eason Chan,cantopop,0.326,0.272,6.0,-9.536,1.0,0.0434,0.94,0.00337,0.301,0.253,181.863,1,4IkQXb1IdIziAJmO3FODo7,2020-11-19,2020
沖繩流浪貓,my little airport,cantopop,0.609,0.251,9.0,-15.696,1.0,0.0316,0.85,0.0371,0.0947,0.304,85.0,1,7rQQ4NeWfkLIGwyFNLRXbJ,2018-01-01,2018
到此為止,Shiga Lin,cantopop,0.566,0.292,8.0,-11.589,1.0,0.0312,0.621,4.05e-06,0.152,0.396,135.818,1,0hKkGlDhaef5OPrXfc8Idx,2012-11-27,2012
東京人壽,Joey Yung,cantopop,0.451,0.813,3.0,-4.939,1.0,0.0506,0.198,0.0,0.332,0.341,142.14,1,1qc9E4zCJ5utXDQVIAZlkm,2020-11-25,2020
分分鐘需要你,Sandy Lam,cantopop,0.791,0.269,9.0,-17.08,1.0,0.037,0.776,0.000202,0.124,0.591,110.017,1,0Ai604igwEqoW2CUzQwF0y,2016-05-16,2016
如果沒有你,Karen Mok,cantopop,0.507,0.281,11.0,-11.657,1.0,0.0307,0.758,0.0,0.211,0.264,125.893,1,5D8cWy8SnZTcOzBx9gSGEl,2015-12-31,2015
"從未說起 - 劇集 ""跳躍生命線"" 片尾曲",HANA,cantopop,0.617,0.367,6.0,-10.419,0.0,0.0334,0.583,0.0,0.288,0.346,137.946,1,2UBl64V8FMcOwRzl5B9vAu,2018-10-05,2018
我的波利海妮婭,Kay Tse,cantopop,0.682,0.682,6.0,-6.761,0.0,0.037,0.316,0.0,0.132,0.435,113.912,1,0QA9PirPFXoXDY4BAPZPib,2022-10-07,2022
奇人的離職 - Live,my little airport,cantopop,0.487,0.599,9.0,-11.224,1.0,0.0327,0.0183,0.354,0.913,0.171,134.237,1,5MIUMXms2WZmZ1Bl9Xvlki,2022-03-28,2022
悲傷的採購 - Live,my little airport,cantopop,0.359,0.551,2.0,-9.152,1.0,0.0568,0.137,4.63e-06,0.705,0.278,119.674,1,5GXVv9R0Dr6SISbmrcQSwR,2022-03-28,2022
薄情歌,C AllStar,cantopop,0.64,0.583,6.0,-7.404,1.0,0.0288,0.305,0.0,0.211,0.499,127.998,1,1qW5H7li77nVfoAoXW0rGj,2014-05-22,2014
"大無畏 - 劇集 ""大帥哥"" 主題曲",Dicky Cheung,cantopop,0.644,0.903,9.0,-7.516,0.0,0.154,0.505,0.0,0.0291,0.8,178.103,1,4n8V86KJjcmIla9RHm19Eh,2018-12-03,2018
慢慢喜歡你 - Live at EasON AIR,Eason Chan,cantopop,0.568,0.321,10.0,-12.932,1.0,0.0365,0.846,2.41e-06,0.0851,0.302,130.151,1,2TCxRKDLjTJpi3OJOnr9VF,2022-09-12,2022
"光陰飛逝時 - 劇集 ""異搜店"" 主題曲",Jinny Ng,cantopop,0.615,0.405,3.0,-9.116,0.0,0.0324,0.789,0.0,0.086,0.223,132.021,1,0oZLljUgDIxi3SvR2X9jAG,2021-12-20,2021
下一位前度 in Ab major,Terence Lam,cantopop,0.591,0.392,8.0,-9.737,1.0,0.0283,0.637,0.0,0.143,0.354,117.85,1,2KogAeAixsmxIzDmMHKhjY,2020-10-01,2020
邊一個發明了ENCORE,Terence Lam,cantopop,0.417,0.455,0.0,-10.075,1.0,0.0286,0.789,7.96e-05,0.189,0.51,142.128,1,2MBaZXaQ7VKmDTr7cPPHP4,2022-08-12,2022
愛人有新歡,my little airport,cantopop,0.584,0.534,5.0,-9.201,1.0,0.0424,0.421,0.438,0.0869,0.511,119.949,1,73p1IvAtkzi7yNYrsRC05G,2016-09-30,2016
在錯誤的宇宙尋找愛,陳健安,cantopop,0.509,0.501,6.0,-8.547,1.0,0.0382,0.615,5.92e-06,0.0991,0.248,139.825,1,22jikE8F9Ijg5B7dtLHjU0,2019-06-10,2019
阿姆斯特丹夜機,my little airport,cantopop,0.406,0.465,7.0,-14.161,1.0,0.0425,0.777,0.0655,0.119,0.328,88.235,1,6DAsneC0dgNmbJz93JdD3k,2018-01-01,2018
爺就是一名辭職撚,my little airport,cantopop,0.5,0.366,7.0,-11.416,1.0,0.0321,0.814,0.00357,0.122,0.351,95.063,1,5mwqGornp7Tz7w8Adwy1qP,2012-10-01,2012
留一天與你喘息,陳卓賢 Ian,cantopop,0.411,0.482,9.0,-8.081,1.0,0.0475,0.574,0.0,0.227,0.261,172.079,1,6flgMTTqhbJSNryAPCYcvA,2022-02-14,2022
暗湧,Faye Wong,cantopop,0.325,0.213,10.0,-17.136,0.0,0.04,0.898,0.0541,0.0909,0.326,181.1,1,7AQLbnuuyPzy22MOEmeetH,2015-01-01,2015
一六八,my little airport,cantopop,0.536,0.423,10.0,-13.35,1.0,0.036,0.656,7.9e-06,0.135,0.705,81.901,1,0enD9Gd3BSPnsdqGUp6XZi,2018-01-01,2018
我們都是這樣長大的,Sammi Cheng,cantopop,0.427,0.409,5.0,-10.06,1.0,0.0306,0.716,0.0,0.0958,0.37,159.826,1,37gQxPrcu81gpr5SbOlIJO,2019-07-12,2019
宅女上街吧 - Live,my little airport,cantopop,0.377,0.553,0.0,-10.567,1.0,0.0405,0.0073,1.26e-05,0.11,0.351,133.5,1,6z2wm9yiPP3EgF6xAxlugF,2020-02-14,2020
麥記最後一夜 - Live,my little airport,cantopop,0.429,0.314,0.0,-14.744,1.0,0.045,0.766,0.000177,0.704,0.278,136.118,1,4PhChVDR9RxlUgeobhNsko,2022-03-28,2022
rm1210 - Live,my little airport,cantopop,0.472,0.256,0.0,-17.152,1.0,0.0368,0.897,0.0459,0.148,0.303,111.586,1,5Or325rriD9PWqJcXAy1Ui,2024-06-21,2024
宋代SAD BOY - Live,my little airport,cantopop,0.535,0.485,7.0,-13.303,1.0,0.057,0.0355,0.171,0.952,0.649,132.674,1,64Ee3te2OWIa8vwfmxHwU1,2022-03-28,2022
"越難越愛 - (劇集 ""使徒行者"" 片尾曲)",Jinny Ng,cantopop,0.701,0.481,2.0,-8.113,0.0,0.0337,0.742,0.0,0.174,0.333,133.963,1,1tAx6KsKCG7q5wFa0CYaPz,2014-11-27,2014
你說之後會找我 - LIVE,my little airport,cantopop,0.426,0.227,0.0,-13.427,1.0,0.0309,0.422,0.00351,0.617,0.263,140.393,1,5XiVCvi3bXYcFCRpRxk0p2,2022-03-28,2022
街燈晚餐,Janice Vidal,cantopop,0.494,0.614,1.0,-4.851,1.0,0.0288,0.722,0.0,0.097,0.322,148.646,1,7Fs5kXKd3zK1gbfjqk5Z4E,2012-09-19,2012
久別重逢 - 劇集 “三生三世十里桃花” 主題曲,HANA,cantopop,0.463,0.496,9.0,-8.091,0.0,0.034,0.685,0.0,0.0937,0.32,147.843,1,1sFOOKMeZ17erN84ocrGiE,2017-11-03,2017
DNA出錯 - 演唱會現場版,Leon Lai,cantopop,0.69,0.925,9.0,-3.94,1.0,0.0333,0.0036,0.0,0.379,0.874,135.984,1,2hq0PTaOx1e8K3JN7LpQ2R,2016-05-04,2016
E先生 連環不幸事件,Edan 呂爵安,cantopop,0.497,0.454,10.0,-9.386,1.0,0.0303,0.543,0.0,0.0966,0.323,164.012,1,06sDxr7MbbwFyTP1f6rvvl,2021-01-27,2021
我在流浮山滴眼水.jpg,Serrini,cantopop,0.546,0.422,9.0,-8.534,1.0,0.0286,0.657,2.38e-06,0.113,0.461,139.84,1,5x9Clj56YLmklm3Zikx2iF,2021-01-11,2021
是有種人,Denise Ho,cantopop,0.535,0.398,11.0,-8.756,1.0,0.0353,0.7,0.0,0.119,0.339,75.035,1,2Wa8cZCIR8uUaXez6LxCU6,2015-07-29,2015
菊花的味道,my little airport,cantopop,0.632,0.473,7.0,-9.904,1.0,0.0532,0.593,0.226,0.0912,0.151,120.149,1,7aVLAP31bS8W08l7u9ysZ5,2012-10-01,2012
鍾無艷,Kay Tse,cantopop,0.629,0.429,1.0,-8.709,1.0,0.0297,0.877,0.0,0.101,0.336,112.206,1,6SP4AXgL3VCUTmdm7axe9C,2022-08-12,2022
喫煙席 - Live,my little airport,cantopop,0.542,0.272,5.0,-15.699,1.0,0.0434,0.813,5.09e-05,0.724,0.244,134.255,1,2JRiwB5Yks5q0IRappnQKO,2022-03-28,2022
只因當時太緊張 - Live,my little airport,cantopop,0.351,0.777,7.0,-7.694,1.0,0.0487,0.082,0.0,0.759,0.401,143.327,1,6Ul9rhrqbz77gwDoWMtqhE,2022-03-28,2022
只收一半 - Live,my little airport,cantopop,0.518,0.493,9.0,-12.512,0.0,0.0468,0.684,0.089,0.395,0.346,84.016,1,2PMcqt0axYgoSu6xXWzHza,2022-03-28,2022
因講了出來 - Live,my little airport,cantopop,0.596,0.563,9.0,-10.738,1.0,0.0349,0.524,0.00205,0.701,0.646,117.285,1,1uPqPkskD46HfOd5aMbyG0,2022-03-28,2022
介乎法國與旺角的詩意 - Live,my little airport,cantopop,0.494,0.53,7.0,-12.234,1.0,0.0404,0.284,0.00162,0.995,0.584,142.972,1,4SfpApdKSCNN2ABdMjSYnD,2022-03-28,2022
心,my little airport,cantopop,0.349,0.353,0.0,-14.36,1.0,0.0291,0.194,0.44,0.121,0.211,105.994,1,4VeOCv5ybM0IyhPkiAMxEt,2018-01-01,2018
向全世界說愛你,Andy Hui,cantopop,0.621,0.593,3.0,-9.885,1.0,0.0284,0.399,0.0,0.16,0.522,123.474,1,1OO5uMMxPOpXZQagm2LzbD,2014-07-01,2014
"最後一次分手 - (劇集 ""完美叛侶"" 主題曲)",Jinny Ng,cantopop,0.563,0.397,6.0,-9.396,0.0,0.0339,0.384,0.0,0.107,0.198,137.985,1,1vgUfutQ6FHrY1I8ShQM7R,2016-07-04,2016
"無畏的肩膊 - 劇集 ""跳躍生命線"" 主題曲",Fred Cheng,cantopop,0.593,0.698,4.0,-7.643,1.0,0.0321,0.121,0.0,0.0932,0.732,138.014,1,3gmMGcLjWQk2TZdGlVTvqc,2018-09-12,2018
紅綠燈,Stephanie Cheng,cantopop,0.602,0.423,10.0,-9.248,1.0,0.0348,0.752,0.0,0.275,0.45,113.944,1,3Pj9gTUfcQEBe1glNWNwF9,2013-08-02,2013
第十支煙,my little airport,cantopop,0.564,0.665,0.0,-9.257,1.0,0.0642,0.131,0.026,0.0971,0.494,134.119,1,6XSvWZ6UYFnjeUtEm2wf3L,2016-09-30,2016
陰天快樂,Eason Chan,cantopop,0.549,0.64,6.0,-7.483,1.0,0.0304,0.323,0.0,0.0837,0.423,130.034,1,1WnTw4Tzpc5q9dHMjs4aHu,2014-01-01,2014
你給我聽好,Eason Chan,cantopop,0.429,0.356,7.0,-11.524,1.0,0.0362,0.891,0.0,0.115,0.431,96.798,1,1hzG75FpGksAvkeSg6SDj6,2014-01-01,2014
我的視角,Janice Vidal,cantopop,0.518,0.401,6.0,-7.908,1.0,0.0665,0.862,0.0,0.112,0.401,129.652,1,7GPqd5gvMkn6Tj3dHBzZox,2022-10-11,2022
"陪你度過漫長歲月 - ""陪安東尼度過漫長歲月""電影主題曲",Eason Chan,cantopop,0.502,0.54,1.0,-8.542,1.0,0.0412,0.54,0.0,0.111,0.578,149.938,1,5kcvIemT29FwXaHvp6W5iA,2015-10-22,2015
污糟兒,Kaho Hung,cantopop,0.642,0.452,11.0,-9.99,0.0,0.0336,0.837,0.0,0.134,0.521,124.002,1,2W9MxlcyMWmeHgZNnCSosb,2022-07-20,2022
月球下的人,Gin Lee,cantopop,0.633,0.372,0.0,-8.877,1.0,0.0284,0.838,0.0,0.0975,0.489,105.998,1,2FsrKLHO91CaT8vvY85DD6,2016-04-18,2016
SABINA之淚 - Live,my little airport,cantopop,0.536,0.54,0.0,-12.164,1.0,0.0344,0.306,0.01,0.713,0.439,83.301,1,0cyZ6TN0jFfZe5G1UvrSkn,2022-03-28,2022
下亞厘畢道 - Live,my little airport,cantopop,0.45,0.357,7.0,-14.817,1.0,0.0482,0.679,0.00819,0.707,0.669,145.76,1,48Dz2HGnzUyWXjsgxcc3iy,2022-03-28,2022
妳幸福嗎?,Hubert Wu,cantopop,0.56,0.382,9.0,-10.478,1.0,0.0439,0.655,0.0,0.11,0.276,126.922,1,12Q7MehxbfNJj0dY9y7Hko,2020-08-03,2020
"似真如假 - 劇集 ""反黑路人甲"" 主題曲",Vincent Wong,cantopop,0.538,0.912,6.0,-5.209,0.0,0.0371,0.229,0.0,0.173,0.815,169.932,1,6eOdNdXpj6ISsac4KyumsQ,2020-08-10,2020
"Dear My Friend,",Keung To,cantopop,0.646,0.452,0.0,-8.152,1.0,0.0307,0.723,0.0,0.117,0.266,94.566,1,11IqNbLOD4s4nVYSuEttFR,2021-08-06,2021
攻陷你的西,my little airport,cantopop,0.605,0.917,4.0,-6.72,1.0,0.0538,0.115,0.0101,0.336,0.818,133.937,1,4L8ErPeWY5CfJ8FDdA6ask,2016-09-30,2016
聖馬力諾之心,Dear Jane,cantopop,0.521,0.917,1.0,-4.363,1.0,0.0388,0.00423,0.0,0.136,0.555,98.037,1,46v9FzDCZyGELTEsAnnXFf,2021-05-18,2021
山林道,Kay Tse,cantopop,0.678,0.464,11.0,-8.725,1.0,0.0355,0.596,0.0,0.123,0.576,114.076,1,0sOUpxvaE3iX1pzCFYMRKC,2016-02-01,2016
寂寞的星期五,my little airport,cantopop,0.407,0.223,7.0,-11.363,1.0,0.0609,0.866,0.00829,0.0967,0.328,202.269,1,6BNIr9tmuut9nP895ByjOB,2012-10-01,2012
人非草木,Kary Ng,cantopop,0.549,0.468,0.0,-7.895,1.0,0.0289,0.596,0.0,0.127,0.415,118.018,1,7pJH3YXNRUvq0ctKirL13A,2012-01-01,2012
四句,my little airport,cantopop,0.645,0.102,9.0,-17.791,1.0,0.0449,0.953,0.155,0.0966,0.511,91.594,1,3RHTnjEKHx5z8d5Yyd7dIk,2014-01-01,2014
海,my little airport,cantopop,0.488,0.585,0.0,-11.757,1.0,0.0638,0.413,0.08,0.89,0.256,58.975,1,2OywGF0LtzM2Gpf30h6cwd,2014-01-01,2014
13樓的大笨象,Stephanie Cheng,cantopop,0.423,0.721,1.0,-5.838,1.0,0.0425,0.344,0.0,0.0799,0.482,168.046,1,1Cn2n7LpjpiElg6IyKB9id,2019-02-15,2019
牛頭角青年 - Live,my little airport,cantopop,0.386,0.666,11.0,-11.026,0.0,0.0331,0.00229,0.0452,0.399,0.261,144.404,1,2Pb6zVO1I0N9EkQEJ6DE1r,2020-02-14,2020
美麗新香港 - Live,my little airport,cantopop,0.694,0.0816,9.0,-18.719,1.0,0.0394,0.861,0.0,0.159,0.528,120.122,1,5r5ZgEYyQ2sxqUt7rlhJVx,2020-02-14,2020
失業抗爭歌 - Live,my little airport,cantopop,0.601,0.36,11.0,-10.854,1.0,0.0528,0.00326,0.000175,0.652,0.697,84.741,1,3JrvkRS4LWmm8FZ5hmfhFu,2020-02-14,2020
愛情disabled - Live,my little airport,cantopop,0.542,0.39,0.0,-14.512,1.0,0.0433,0.318,0.000367,0.216,0.302,116.047,1,6Y4h9BjRI55eHfablSXiVM,2020-02-14,2020
我們一起離開吧 - Live,my little airport,cantopop,0.594,0.396,9.0,-13.856,0.0,0.0292,0.175,0.00105,0.249,0.631,117.145,1,2Zchohvstn3bcCbadISHq3,2020-02-14,2020
露體狂小丁 - Live,my little airport,cantopop,0.422,0.265,7.0,-13.53,1.0,0.0314,0.239,0.049,0.629,0.133,74.459,1,5TK9W1djG2CHzFXiPWLnqS,2020-02-14,2020
再殺一個人 - Live,my little airport,cantopop,0.528,0.567,2.0,-10.186,1.0,0.0488,0.0342,0.0427,0.484,0.333,77.885,1,4Umuv22IzUYDoDPHK7YpUD,2020-02-14,2020
湖海爭霸錄,陳秀雯,cantopop,0.486,0.521,11.0,-9.377,0.0,0.0283,0.245,1.22e-06,0.304,0.209,83.745,1,05CKSuWGE63jqEZ7kefVfG,2018-01-12,2018
年輕的茶餐廳老闆娘 - Live,my little airport,cantopop,0.611,0.386,0.0,-11.599,1.0,0.0294,0.117,5.33e-06,0.696,0.485,76.798,1,1HWCsWQ7NPjPuw8MdNnR9e,2022-03-28,2022
土瓜灣情歌 - LIVE - Live,my little airport,cantopop,0.432,0.26,0.0,-14.74,1.0,0.037,0.764,1.21e-05,0.886,0.28,141.041,1,4JEpLO1cFUMZPtE30mRHzw,2024-06-21,2024
彌敦道的一晚 goodtrip - Live,my little airport,cantopop,0.428,0.603,4.0,-10.673,0.0,0.0474,0.0093,0.0865,0.694,0.347,139.861,1,4O7VryBk7sDllbk5EeWT1w,2022-03-28,2022
terence的心事 - Live,my little airport,cantopop,0.442,0.645,11.0,-8.794,1.0,0.0647,0.395,0.0,0.708,0.271,132.714,1,6wasp339iMdJaaKV5wXJyi,2022-03-28,2022
最後一次,Dear Jane,cantopop,0.532,0.826,2.0,-4.546,1.0,0.0332,0.0279,0.0,0.0696,0.531,129.939,1,4xinoQiY15WB7qZUbiZxeY,2016-12-12,2016
下週同樣時間 (再見) - Live at EasON AIR,Eason Chan,cantopop,0.632,0.666,8.0,-9.16,1.0,0.0996,0.322,0.000523,0.114,0.494,113.972,1,2TEBHyVt04EBTGFyDEusGa,2022-09-12,2022
末日快車,The Hertz,cantopop,0.542,0.599,9.0,-8.639,0.0,0.0268,0.0752,0.0381,0.138,0.44,97.0,1,2WTRgaLFAuv8yNJYXV5FYN,2019-11-01,2019
男神與寇比力克,my little airport,cantopop,0.44,0.515,0.0,-9.762,1.0,0.0321,0.78,0.0816,0.477,0.396,140.258,1,1oJa8ytiFWCXtstYCbTWnH,2014-01-01,2014
My Dear Friend Ka Hei,my little airport,cantopop,0.679,0.476,6.0,-7.188,1.0,0.0304,0.568,0.208,0.103,0.559,114.907,1,38swsawBh05NtCDF8KHPmM,2016-09-30,2016
某夜電影中心,my little airport,cantopop,0.612,0.438,7.0,-9.289,1.0,0.0512,0.567,0.00555,0.176,0.452,148.918,1,05b5UFG1u4RKgOOGnmbTC9,2016-09-30,2016
佚名,梁釗峰,cantopop,0.744,0.492,2.0,-8.056,1.0,0.148,0.486,0.0,0.122,0.567,91.007,1,505UeElqkwd43mzJ6u3Lla,2020-12-22,2020
心之科學,Joey Yung,cantopop,0.476,0.747,8.0,-6.302,1.0,0.0313,0.0704,7.2e-06,0.109,0.252,139.9,1,3c1K5tI1PxO1BikIOJ5Z0P,2021-11-17,2021
以為和你熟 - Live,my little airport,cantopop,0.426,0.238,2.0,-15.815,1.0,0.0489,0.823,0.000131,0.708,0.153,67.274,1,3aWFHcoMyl0zyhCI0DJvFA,2022-03-28,2022
時代的孩子 節錄 - Live,my little airport,cantopop,0.496,0.14,5.0,-19.181,1.0,0.091,0.926,1.17e-05,0.346,0.146,101.809,1,2Ir7xL2AKtvIdUArhOW6sY,2022-03-28,2022
靜靜,Serrini,cantopop,0.66,0.0699,2.0,-17.452,1.0,0.0478,0.953,1.95e-06,0.129,0.133,114.502,1,5rvJ9lvGq8hWhkCQEcer1x,2022-08-05,2022
九龍公園游泳池 - Live,my little airport,cantopop,0.535,0.324,0.0,-13.934,1.0,0.0337,0.323,0.226,0.472,0.557,168.407,1,17zfZLsmDVPXe7AxqXuMGB,2024-06-21,2024
20GB - Live,my little airport,cantopop,0.531,0.36,9.0,-13.015,0.0,0.0512,0.732,2.03e-05,0.696,0.306,132.704,1,0nugjX0LONqLoPUXQUgeum,2022-03-28,2022
再不再見,C AllStar,cantopop,0.549,0.692,0.0,-5.336,0.0,0.0315,0.379,0.0,0.0853,0.341,143.905,1,1kcNUj4udKEFesxdclbh8n,2017-10-20,2017
面具,Alfred Hui,cantopop,0.448,0.507,9.0,-11.226,1.0,0.0348,0.397,0.0,0.112,0.218,159.868,1,58SUsgamkW6vFFq0YNKGrf,2012-01-12,2012
無底洞 - Live at EasON AIR,Eason Chan,cantopop,0.673,0.497,9.0,-9.759,1.0,0.039,0.278,1.46e-06,0.255,0.378,120.031,1,4yyHYUoZqQLDITFi2a2GFh,2022-09-12,2022
情比雨絲,Paula Tsui,cantopop,0.549,0.272,7.0,-14.558,1.0,0.0274,0.771,8.89e-05,0.177,0.191,101.332,1,2SUQN2z5zorT0miLttdmW0,2013-05-09,2013
"喜愛便一起 - 劇集 ""一笑渡凡間"" 主題曲",Kayee Tam,cantopop,0.663,0.472,1.0,-5.013,1.0,0.0281,0.588,0.0,0.135,0.688,124.86,1,2UhrgQBQGWX2Yxvtu8K33s,2021-05-24,2021
"天使 - 劇集 ""寶寶大過天"" 主題曲",Kayee Tam,cantopop,0.39,0.374,3.0,-7.49,1.0,0.0291,0.877,0.0,0.1,0.44,112.003,1,6sj4V2wZXZ2hW2kChTQRKs,2021-06-14,2021
一格格,Janice Vidal,cantopop,0.649,0.459,6.0,-7.747,1.0,0.0774,0.84,3.14e-05,0.122,0.408,133.889,1,5Hmldq1s1Ap8cSZBXpZquV,2017-05-15,2017
今宵多珍重,my little airport,cantopop,0.661,0.632,2.0,-10.482,1.0,0.0674,0.21,0.00123,0.579,0.667,92.966,1,7hM5duVObouIsRhz1Y2OcH,2019-10-31,2019
